"No.","Time","Source","Destination","Protocol","Length","Info"
"8098","55.718781","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8099","55.720073","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8100","55.721448","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8101","55.721489","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8102","55.721489","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8103","55.722882","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8104","55.722882","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8105","55.726723","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8106","55.726763","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8107","55.733332","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8108","55.735487","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8109","55.735695","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8110","55.736730","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8111","55.745078","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8112","55.745235","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8113","55.745235","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8114","55.745235","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8115","55.747255","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8116","55.747255","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8117","55.748693","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8118","55.748693","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8119","55.748735","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8120","55.748735","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8121","55.750315","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8122","55.750315","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8123","55.751954","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8124","55.751954","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8125","55.753377","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8126","55.753377","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8127","55.753420","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8128","55.753420","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8129","55.754789","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8130","55.754789","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8131","55.759286","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8132","55.759327","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8133","55.759327","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8134","55.761034","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8135","55.761073","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8136","55.762789","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8137","55.764459","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8138","55.767439","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8139","55.767439","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8140","55.773229","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8141","55.773229","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8142","55.774958","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8143","55.775318","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8144","55.776815","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8145","55.777049","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8146","55.777049","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8147","55.778869","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8148","55.778869","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8149","55.778869","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8150","55.779514","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8151","55.779514","192.168.137.233","192.168.137.216","UDP","502","60014  >  56346 Len=460"
"8152","55.781285","192.168.137.233","192.168.137.216","UDP","790","60014  >  56346 Len=748"
"8153","55.781325","192.168.137.233","192.168.137.216","UDP","422","60014  >  56346 Len=380"
"8154","55.781325","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8155","55.797713","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8156","55.799127","192.168.137.233","192.168.137.216","UDP","438","60014  >  56346 Len=396"
"8157","55.823764","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8158","55.841753","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"8159","55.869159","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8160","55.893182","192.168.137.233","192.168.137.216","UDP","454","60014  >  56346 Len=412"
"8161","55.893182","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8162","55.906830","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8163","55.926707","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8164","55.951071","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"8165","55.958163","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8166","55.968672","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8167","55.986543","192.168.137.233","4.2.2.2","DNS","73","Standard query 0x0c17 A a2.tuyaus.com"
"8168","55.997889","192.168.137.233","192.168.137.216","UDP","550","60014  >  56346 Len=508"
"8169","56.019986","192.168.137.233","4.2.2.2","DNS","73","Standard query 0x0c18 A m2.tuyaus.com"
"8170","56.051723","192.168.137.233","192.168.137.216","UDP","550","60014  >  56346 Len=508"
"8171","56.051723","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8172","56.064566","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8173","56.067578","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8174","56.097987","192.168.137.233","192.168.137.216","UDP","678","60014  >  56346 Len=636"
"8175","56.097987","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8176","56.100615","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8177","56.117757","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8178","56.141852","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"8179","56.141964","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=3 Ack=1014 Win=64 Len=0 TSval=459658675 TSecr=2768130103"
"8180","56.141978","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"8181","56.142041","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=3 Ack=2549 Win=64 Len=0 TSval=1803990054 TSecr=2029099986"
"8182","56.142070","10.0.0.9","10.0.0.254","MQTT","91","Publish Message [blood_glucose_data]"
"8183","56.142088","10.0.0.254","10.0.0.9","TCP","66","1883  >  35905 [ACK] Seq=3 Ack=301 Win=64 Len=0 TSval=1982838034 TSecr=416866819"
"8184","56.142093","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"8185","56.142104","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=3 Ack=1018 Win=64 Len=0 TSval=459658675 TSecr=2768130104"
"8186","56.142109","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"8187","56.142136","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=3 Ack=2550 Win=64 Len=0 TSval=1803990054 TSecr=2029099987"
"8188","56.142141","10.0.0.9","10.0.0.254","MQTT","91","Publish Message [blood_glucose_data]"
"8189","56.142153","10.0.0.254","10.0.0.9","TCP","66","1883  >  45455 [ACK] Seq=3 Ack=302 Win=64 Len=0 TSval=1982838034 TSecr=416866820"
"8190","56.142679","10.0.0.6","10.0.0.254","MQTT","80","Publish Message [uric_data]"
"8191","56.142710","10.0.0.254","10.0.0.6","TCP","66","1883  >  35017 [ACK] Seq=3 Ack=92 Win=64 Len=0 TSval=2355038102 TSecr=3321741041"
"8192","56.142719","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"8193","56.142751","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=3 Ack=1086 Win=64 Len=0 TSval=1135904578 TSecr=2248526342"
"8194","56.142758","10.0.0.8","10.0.0.254","MQTT","84","Publish Message [weight_data]"
"8195","56.142771","10.0.0.254","10.0.0.8","TCP","66","1883  >  43951 [ACK] Seq=3 Ack=211 Win=64 Len=0 TSval=1375801036 TSecr=3323150926"
"8196","56.142776","10.0.0.8","10.0.0.254","MQTT","83","Publish Message [weight_data]"
"8197","56.142786","10.0.0.254","10.0.0.8","TCP","66","1883  >  43083 [ACK] Seq=3 Ack=210 Win=64 Len=0 TSval=1375801036 TSecr=3323150926"
"8198","56.142958","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"8199","56.142983","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=3 Ack=1086 Win=64 Len=0 TSval=1135904578 TSecr=2248526342"
"8200","56.143325","10.0.0.6","10.0.0.254","MQTT","80","Publish Message [uric_data]"
"8201","56.143350","10.0.0.254","10.0.0.6","TCP","66","1883  >  44133 [ACK] Seq=3 Ack=91 Win=64 Len=0 TSval=2355038102 TSecr=3321741041"
"8202","56.157135","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"8203","56.186538","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8204","56.207339","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"8205","56.218161","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8206","56.218166","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8207","56.223501","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8208","56.248446","192.168.137.233","192.168.137.216","UDP","406","60014  >  56346 Len=364"
"8209","56.253624","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8210","56.309796","192.168.137.233","192.168.137.216","UDP","422","60014  >  56346 Len=380"
"8211","56.309837","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8212","56.326508","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8213","56.347375","192.168.137.233","192.168.137.216","UDP","406","60014  >  56346 Len=364"
"8214","56.347414","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8215","56.357132","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8216","56.399194","192.168.137.233","192.168.137.216","UDP","294","60014  >  56346 Len=252"
"8217","56.399194","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8218","56.417682","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8219","56.440315","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8220","56.449206","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"8221","56.449206","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8222","56.467892","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8223","56.506167","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"8224","56.506870","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8225","56.536163","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8226","56.558673","192.168.137.233","192.168.137.216","UDP","406","60014  >  56346 Len=364"
"8227","56.577495","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8228","56.586422","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8229","56.598112","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8230","56.605157","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"8231","56.605199","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8232","56.645910","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"8233","56.672025","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8234","56.692359","192.168.137.233","192.168.137.216","UDP","406","60014  >  56346 Len=364"
"8235","56.714244","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8236","56.719986","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8237","56.739534","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8238","56.749434","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"8239","56.749474","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8240","56.769724","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8241","56.815203","192.168.137.233","192.168.137.216","UDP","598","60014  >  56346 Len=556"
"8242","56.836361","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8243","56.849302","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8244","56.859301","192.168.137.233","192.168.137.216","UDP","758","60014  >  56346 Len=716"
"8245","56.859301","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8246","56.891263","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8247","56.906652","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8248","56.909306","192.168.137.233","192.168.137.216","UDP","342","60014  >  56346 Len=300"
"8249","56.924219","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8250","56.945790","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"8251","56.997071","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"8252","56.997111","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8253","57.005594","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8254","57.028566","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8255","57.041653","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"8256","57.054944","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8257","57.062245","34.173.20.6","192.168.137.174","TCP","66","[TCP Dup ACK 6357#1] 443  >  60246 [ACK] Seq=4095 Ack=1761 Win=42368 Len=0 TSval=1083188627 TSecr=1686975"
"8258","57.070069","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8259","57.076559","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8260","57.101115","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"8261","57.120346","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8262","57.142329","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"8263","57.142374","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=3 Ack=1032 Win=64 Len=0 TSval=459659675 TSecr=2768131104"
"8264","57.142389","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"8265","57.142459","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=3 Ack=1105 Win=64 Len=0 TSval=1135905578 TSecr=2248527342"
"8266","57.142466","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"8267","57.142478","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=3 Ack=1036 Win=64 Len=0 TSval=459659676 TSecr=2768131104"
"8268","57.142834","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"8269","57.142860","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=3 Ack=1105 Win=64 Len=0 TSval=1135905578 TSecr=2248527342"
"8270","57.143205","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"8271","57.143240","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=3 Ack=2594 Win=64 Len=0 TSval=1803991055 TSecr=2029100987"
"8272","57.143248","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"8273","57.143264","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=3 Ack=2595 Win=64 Len=0 TSval=1803991055 TSecr=2029100987"
"8274","57.143270","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"8275","57.143294","10.0.0.254","10.0.0.14","TCP","66","1883  >  43379 [ACK] Seq=3 Ack=443 Win=64 Len=0 TSval=1139108154 TSecr=1037341003"
"8276","57.143512","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"8277","57.143570","10.0.0.254","10.0.0.14","TCP","66","1883  >  36405 [ACK] Seq=3 Ack=443 Win=64 Len=0 TSval=1139108155 TSecr=1037341003"
"8278","57.146241","192.168.137.233","192.168.137.216","UDP","534","60014  >  56346 Len=492"
"8279","57.147881","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8280","57.190255","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8281","57.191844","192.168.137.174","34.173.20.6","TCP","66","[TCP Keep-Alive] 60246  >  443 [ACK] Seq=1760 Ack=4095 Win=37760 Len=0 TSval=1690748 TSecr=1083173558"
"8282","57.208011","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"8283","57.208056","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8284","57.226433","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8285","57.247422","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"8286","57.247462","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8287","57.258953","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8288","57.294048","192.168.137.233","192.168.137.216","UDP","342","60014  >  56346 Len=300"
"8289","57.317872","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8290","57.336413","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8291","57.347768","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"8292","57.347808","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8293","57.379962","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8294","57.398793","192.168.137.233","192.168.137.216","UDP","342","60014  >  56346 Len=300"
"8295","57.408762","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8296","57.430372","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8297","57.446741","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"8298","57.464340","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8299","57.468995","192.168.137.216","192.168.137.255","UDP","129","7000  >  7000 Len=87"
"8300","57.477479","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8301","57.498177","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"8302","57.498217","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8303","57.518352","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8304","57.519468","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8305","57.548270","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"8306","57.569462","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8307","57.608665","192.168.137.233","192.168.137.216","UDP","726","60014  >  56346 Len=684"
"8308","57.626066","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8309","57.626071","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"8310","57.636558","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8311","57.650937","192.168.137.233","192.168.137.216","UDP","182","60014  >  56346 Len=140"
"8312","57.650977","192.168.137.233","192.168.137.216","UDP","214","60014  >  56346 Len=172"
"8313","57.650977","192.168.137.233","192.168.137.216","UDP","166","60014  >  56346 Len=124"
"8314","57.652399","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8315","57.656350","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8316","57.656390","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8317","57.656390","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8318","57.658293","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8319","57.658293","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8320","57.662407","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8321","57.662407","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8322","57.662407","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8323","57.663395","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8324","57.670485","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8325","57.670485","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8326","57.670528","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8327","57.677649","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8328","57.677973","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8329","57.690666","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8330","57.690666","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8331","57.690666","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8332","57.691392","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8333","57.694580","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8334","57.694580","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8335","57.695356","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8336","57.695356","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8337","57.696651","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8338","57.696651","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8339","57.698198","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8340","57.698198","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8341","57.698240","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8342","57.698240","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8343","57.700691","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8344","57.700691","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8345","57.701077","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8346","57.701077","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8347","57.704039","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8348","57.704039","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8349","57.707908","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8350","57.707908","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8351","57.709343","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8352","57.709343","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8353","57.709385","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8354","57.709385","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8355","57.711027","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8356","57.711072","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8357","57.712081","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8358","57.712081","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"8359","57.713966","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8360","57.714007","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8361","57.717497","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8362","57.718858","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8363","57.718858","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8364","57.719223","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8365","57.720850","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8366","57.720891","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8367","57.720891","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8368","57.722415","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8369","57.722415","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8370","57.723965","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8371","57.723965","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8372","57.724008","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8373","57.724008","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8374","57.725507","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8375","57.725507","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8376","57.726970","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8377","57.726970","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8378","57.727077","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8379","57.732541","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"8380","57.735997","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"8381","57.744316","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
