No,Time,Source,Destination,Protocol,Length,Info
12136,240.145362,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=4519 Ack=5773 Win=40832 Len=1448 TSval=188874 TSecr=575945063
12137,240.145362,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12138,240.145362,192.168.137.174,54.209.84.18,TCP,1374,"[TCP Spurious Retransmission] 39492  >  443 [PSH, ACK] Seq=7415 Ack=5773 Win=40832 Len=1308 TSval=188874 TSecr=575945063"
12139,240.145362,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=8723 Ack=5773 Win=40832 Len=1448 TSval=188874 TSecr=575945063 [TCP PDU reassembled in 12141]
12140,240.145362,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=10171 Ack=5773 Win=40832 Len=1448 TSval=188874 TSecr=575945063 [TCP PDU reassembled in 12141]
12141,240.146157,192.168.137.174,54.209.84.18,TLSv1.2,1295,"[TCP Spurious Retransmission] , Application Data"
12142,240.146157,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=12848 Ack=5773 Win=40832 Len=1448 TSval=188874 TSecr=575945063
12143,240.176328,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12144,240.176328,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=15744 Ack=5773 Win=40832 Len=1448 TSval=188882 TSecr=575945070
12145,240.176328,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12146,240.176328,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=18640 Ack=5773 Win=40832 Len=1448 TSval=188882 TSecr=575945070
12147,240.177867,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12148,240.177867,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=21536 Ack=5773 Win=40832 Len=1448 TSval=188883 TSecr=575945070
12149,240.178355,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12150,240.178355,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=24432 Ack=5773 Win=40832 Len=1448 TSval=188883 TSecr=575945070
12151,240.178355,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12152,240.178355,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=27328 Ack=5773 Win=40832 Len=1448 TSval=188883 TSecr=575945071
12153,240.178915,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12154,240.178915,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=30224 Ack=5773 Win=40832 Len=1448 TSval=188883 TSecr=575945071
12155,240.178915,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12156,240.178915,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=33120 Ack=5773 Win=40832 Len=1448 TSval=188883 TSecr=575945071
12157,240.179503,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12158,240.179503,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=36016 Ack=5773 Win=40832 Len=1448 TSval=188883 TSecr=575945071
12159,240.190505,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12160,240.190505,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=38912 Ack=5773 Win=40832 Len=1448 TSval=188886 TSecr=575945074
12161,240.190505,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12162,240.190505,192.168.137.174,54.209.84.18,TCP,1514,[TCP Spurious Retransmission] 39492  >  443 [ACK] Seq=41808 Ack=5773 Win=40832 Len=1448 TSval=188886 TSecr=575945074
12163,240.215353,192.168.137.174,54.209.84.18,TLSv1.2,1514,"[TCP Spurious Retransmission] , Ignored Unknown Record"
12164,240.215353,192.168.137.174,54.209.84.18,TCP,189,"[TCP Spurious Retransmission] 39492  >  443 [PSH, ACK] Seq=44704 Ack=5773 Win=40832 Len=123 TSval=188892 TSecr=575945080"
12165,240.249206,192.168.137.233,44.235.194.199,TCP,66,[TCP Keep-Alive ACK] 40697  >  8883 [ACK] Seq=277 Ack=278 Win=3650 Len=0 TSval=7805502 TSecr=774562729
12166,240.269771,192.168.137.174,54.209.84.18,TLSv1.2,97,"[TCP Spurious Retransmission] , Encrypted Alert"
12167,240.269771,192.168.137.174,54.209.84.18,TCP,66,"39492  >  443 [FIN, ACK] Seq=44858 Ack=6095 Win=43776 Len=0 TSval=188906 TSecr=575945094"
12168,240.309551,192.168.137.174,54.209.84.18,TCP,66,39492  >  443 [ACK] Seq=44859 Ack=6096 Win=43776 Len=0 TSval=188916 TSecr=575945101
12169,240.430624,192.168.137.245,255.255.255.255,UDP,935,53996  >  29810 Len=893
12170,240.489608,54.188.99.4,192.168.137.140,TLSv1.2,123,"[TCP ACKed unseen segment] , Application Data"
12171,240.537108,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
12172,240.537231,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=9 Ack=4310 Win=64 Len=0 TSval=453652528 TSecr=2762124120
12173,240.537389,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
12174,240.53748,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=9 Ack=10793 Win=64 Len=0 TSval=1797983908 TSecr=2023094003
12175,240.537754,10.0.0.2,10.0.0.254,MQTT,88,Publish Message [temperature_data]
12176,240.537848,10.0.0.254,10.0.0.2,TCP,66,1883  >  36947 [ACK] Seq=9 Ack=1351 Win=64 Len=0 TSval=2656875422 TSecr=936030042
12177,240.538153,10.0.0.7,10.0.0.254,MQTT,110,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
12178,240.538244,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=9 Ack=10771 Win=64 Len=0 TSval=1797983908 TSecr=2023094004
12179,240.538495,10.0.0.2,10.0.0.254,MQTT,88,Publish Message [temperature_data]
12180,240.538519,10.0.0.254,10.0.0.2,TCP,66,1883  >  43871 [ACK] Seq=9 Ack=1351 Win=64 Len=0 TSval=2656875423 TSecr=936030043
12181,240.538938,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
12182,240.538968,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=9 Ack=4309 Win=64 Len=0 TSval=453652530 TSecr=2762124121
12183,240.539269,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
12184,240.539333,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=9 Ack=4588 Win=64 Len=0 TSval=1129898433 TSecr=2242520359
12185,240.539586,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
12186,240.53961,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=9 Ack=4588 Win=64 Len=0 TSval=1129898433 TSecr=2242520360
12187,240.591269,192.168.137.140,54.188.99.4,TLSv1.2,123,"[TCP Spurious Retransmission] , Application Data"
12188,241.011239,192.168.137.140,54.188.99.4,TCP,60,40201  >  8886 [ACK] Seq=442 Ack=277 Win=4173 Len=0
12189,241.530406,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
12190,241.530527,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=9 Ack=4328 Win=64 Len=0 TSval=453653522 TSecr=2762125113
12191,241.53067,10.0.0.8,10.0.0.254,MQTT,83,Publish Message [weight_data]
12192,241.530774,10.0.0.254,10.0.0.8,TCP,66,1883  >  43083 [ACK] Seq=9 Ack=867 Win=64 Len=0 TSval=1369795882 TSecr=3317145935
12193,241.530784,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
12194,241.530806,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=9 Ack=4607 Win=64 Len=0 TSval=1129899424 TSecr=2242521351
12195,241.531033,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
12196,241.531122,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=9 Ack=4327 Win=64 Len=0 TSval=453653522 TSecr=2762125113
12197,241.531415,10.0.0.8,10.0.0.254,MQTT,84,Publish Message [weight_data]
12198,241.531512,10.0.0.254,10.0.0.8,TCP,66,1883  >  43951 [ACK] Seq=9 Ack=867 Win=64 Len=0 TSval=1369795883 TSecr=3317145935
12199,241.531523,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
12200,241.531547,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=9 Ack=4607 Win=64 Len=0 TSval=1129899425 TSecr=2242521351
12201,241.531786,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
12202,241.531887,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=9 Ack=10838 Win=64 Len=0 TSval=1797984902 TSecr=2023094996
12203,241.531897,10.0.0.14,10.0.0.254,MQTT,88,Publish Message [spirometer_data]
12204,241.531921,10.0.0.254,10.0.0.14,TCP,66,1883  >  43379 [ACK] Seq=9 Ack=1791 Win=64 Len=0 TSval=1133102001 TSecr=1031335012
12205,241.532141,10.0.0.9,10.0.0.254,MQTT,91,Publish Message [blood_glucose_data]
12206,241.532179,10.0.0.254,10.0.0.9,TCP,66,1883  >  45455 [ACK] Seq=9 Ack=1230 Win=64 Len=0 TSval=1976832882 TSecr=410861829
12207,241.532223,10.0.0.9,10.0.0.254,MQTT,91,Publish Message [blood_glucose_data]
12208,241.532251,10.0.0.254,10.0.0.9,TCP,66,1883  >  35905 [ACK] Seq=9 Ack=1226 Win=64 Len=0 TSval=1976832882 TSecr=410861830
12209,241.532264,10.0.0.14,10.0.0.254,MQTT,88,Publish Message [spirometer_data]
12210,241.532287,10.0.0.254,10.0.0.14,TCP,66,1883  >  36405 [ACK] Seq=9 Ack=1791 Win=64 Len=0 TSval=1133102001 TSecr=1031335013
12211,241.532547,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
12212,241.532606,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=9 Ack=10816 Win=64 Len=0 TSval=1797984903 TSecr=2023094997
12213,241.902624,192.168.137.235,52.35.54.49,TCP,60,[TCP Retransmission] 50865  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460
12214,242.258189,fe80::3d71:e0bf:dd72:311e,ff02::1:2,DHCPv6,157,Solicit XID: 0x7e656d CID: 0001000127d47f6da4bb6d5cb7a9 
12215,242.46644,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3079445 Win=557056 Len=0 TSval=14636476 TSecr=189497
12216,242.466445,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3080873 Win=557056 Len=0 TSval=14636476 TSecr=189497
12217,242.466447,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3082301 Win=556032 Len=0 TSval=14636476 TSecr=189497
12218,242.466448,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3083729 Win=555008 Len=0 TSval=14636477 TSecr=189497
12219,242.467062,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3085157 Win=557056 Len=0 TSval=14636477 TSecr=189497
12220,242.467068,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3086585 Win=556032 Len=0 TSval=14636477 TSecr=189497
12221,242.467069,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3088013 Win=557056 Len=0 TSval=14636477 TSecr=189497
12222,242.467071,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3089441 Win=557056 Len=0 TSval=14636477 TSecr=189497
12223,242.467072,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3090869 Win=556032 Len=0 TSval=14636477 TSecr=189497
12224,242.485888,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3092297 Win=557056 Len=0 TSval=14636496 TSecr=189502
12225,242.485893,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3093725 Win=557056 Len=0 TSval=14636496 TSecr=189502
12226,242.485895,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3095153 Win=557056 Len=0 TSval=14636496 TSecr=189502
12227,242.485896,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3096581 Win=557056 Len=0 TSval=14636496 TSecr=189502
12228,242.486269,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3098009 Win=557056 Len=0 TSval=14636496 TSecr=189502
12229,242.486274,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3099437 Win=557056 Len=0 TSval=14636497 TSecr=189502
12230,242.486536,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3100865 Win=557056 Len=0 TSval=14636497 TSecr=189502
12231,242.486542,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3103721 Win=557056 Len=0 TSval=14636497 TSecr=189502
12232,242.487417,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3106577 Win=557056 Len=0 TSval=14636497 TSecr=189502
12233,242.487603,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3109433 Win=557056 Len=0 TSval=14636498 TSecr=189502
12234,242.487607,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3112289 Win=557056 Len=0 TSval=14636498 TSecr=189502
12235,242.488414,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3115145 Win=557056 Len=0 TSval=14636499 TSecr=189502
12236,242.491227,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3118001 Win=557056 Len=0 TSval=14636501 TSecr=189502
12237,242.50418,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3120857 Win=557056 Len=0 TSval=14636514 TSecr=189502
12238,242.504185,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3123713 Win=557056 Len=0 TSval=14636514 TSecr=189506
12239,242.504187,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3126569 Win=557056 Len=0 TSval=14636515 TSecr=189506
12240,242.504909,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3129425 Win=557056 Len=0 TSval=14636515 TSecr=189506
12241,242.504915,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3132281 Win=557056 Len=0 TSval=14636515 TSecr=189506
12242,242.505202,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3135137 Win=557056 Len=0 TSval=14636515 TSecr=189506
12243,242.505766,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3137993 Win=557056 Len=0 TSval=14636516 TSecr=189506
12244,242.506308,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3140849 Win=557056 Len=0 TSval=14636516 TSecr=189507
12245,242.506313,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3143705 Win=557056 Len=0 TSval=14636517 TSecr=189507
12246,242.5076,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3146561 Win=557056 Len=0 TSval=14636518 TSecr=189507
12247,242.508211,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3149417 Win=558080 Len=0 TSval=14636518 TSecr=189507
12248,242.508216,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3152273 Win=558080 Len=0 TSval=14636518 TSecr=189507
12249,242.509019,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3157985 Win=558080 Len=0 TSval=14636519 TSecr=189507
12250,242.509024,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3162269 Win=555008 Len=0 TSval=14636519 TSecr=189507
12251,242.509692,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3165125 Win=557056 Len=0 TSval=14636520 TSecr=189507
12252,242.509697,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3167981 Win=557056 Len=0 TSval=14636520 TSecr=189507
12253,242.513724,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3170837 Win=557056 Len=0 TSval=14636524 TSecr=189508
12254,242.513729,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3173693 Win=557056 Len=0 TSval=14636524 TSecr=189508
12255,242.523899,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3176549 Win=557056 Len=0 TSval=14636534 TSecr=189511
12256,242.524014,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3179405 Win=557056 Len=0 TSval=14636534 TSecr=189511
12257,242.524016,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3182261 Win=557056 Len=0 TSval=14636535 TSecr=189511
12258,242.524757,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3185117 Win=557056 Len=0 TSval=14636535 TSecr=189511
12259,242.524762,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3187973 Win=557056 Len=0 TSval=14636535 TSecr=189511
12260,242.525462,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3190829 Win=557056 Len=0 TSval=14636535 TSecr=189511
12261,242.525467,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3193685 Win=557056 Len=0 TSval=14636536 TSecr=189511
12262,242.525644,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3196541 Win=557056 Len=0 TSval=14636536 TSecr=189511
12263,242.526085,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3199397 Win=557056 Len=0 TSval=14636536 TSecr=189511
12264,242.52609,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3202253 Win=557056 Len=0 TSval=14636536 TSecr=189511
12265,242.527355,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3205109 Win=557056 Len=0 TSval=14636538 TSecr=189511
12266,242.52736,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3207965 Win=557056 Len=0 TSval=14636538 TSecr=189512
12267,242.527621,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
12268,242.527667,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=9 Ack=4346 Win=64 Len=0 TSval=453654519 TSecr=2762126110
12269,242.528074,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
12270,242.528087,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3210821 Win=557056 Len=0 TSval=14636538 TSecr=189512
12271,242.528155,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=9 Ack=4626 Win=64 Len=0 TSval=1129900421 TSecr=2242522348
12272,242.528275,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3213677 Win=557056 Len=0 TSval=14636539 TSecr=189512
12273,242.528466,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
12274,242.528545,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=9 Ack=10861 Win=64 Len=0 TSval=1797985899 TSecr=2023095993
12275,242.52883,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
12276,242.528914,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=9 Ack=10883 Win=64 Len=0 TSval=1797985899 TSecr=2023095994
12277,242.528967,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3216533 Win=557056 Len=0 TSval=14636539 TSecr=189512
12278,242.528973,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3219389 Win=557056 Len=0 TSval=14636539 TSecr=189512
12279,242.529169,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3222245 Win=557056 Len=0 TSval=14636540 TSecr=189512
12280,242.529173,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3225101 Win=557056 Len=0 TSval=14636540 TSecr=189512
12281,242.529206,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
12282,242.529289,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=9 Ack=4626 Win=64 Len=0 TSval=1129900422 TSecr=2242522349
12283,242.529531,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
12284,242.529555,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=9 Ack=4345 Win=64 Len=0 TSval=453654521 TSecr=2762126111
12285,242.529996,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3227957 Win=557056 Len=0 TSval=14636540 TSecr=189512
12286,242.530108,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3230813 Win=557056 Len=0 TSval=14636540 TSecr=189512
12287,242.53134,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3233669 Win=557056 Len=0 TSval=14636541 TSecr=189513
12288,242.531514,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3236525 Win=557056 Len=0 TSval=14636542 TSecr=189513
12289,242.532209,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3239381 Win=557056 Len=0 TSval=14636542 TSecr=189513
12290,242.532214,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3242237 Win=557056 Len=0 TSval=14636542 TSecr=189513
12291,242.541754,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3245093 Win=557056 Len=0 TSval=14636552 TSecr=189513
12292,242.541823,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3247949 Win=557056 Len=0 TSval=14636552 TSecr=189516
12293,242.542566,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3250805 Win=557056 Len=0 TSval=14636553 TSecr=189516
12294,242.542627,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3253661 Win=557056 Len=0 TSval=14636553 TSecr=189516
12295,242.542629,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3256517 Win=557056 Len=0 TSval=14636553 TSecr=189516
12296,242.550844,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3259373 Win=557056 Len=0 TSval=14636561 TSecr=189517
12297,242.55085,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3262229 Win=557056 Len=0 TSval=14636561 TSecr=189517
12298,242.551471,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3265085 Win=557056 Len=0 TSval=14636562 TSecr=189517
12299,242.551477,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3267941 Win=557056 Len=0 TSval=14636562 TSecr=189517
12300,242.551929,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=22519 Ack=3270797 Win=557056 Len=0 TSval=14636562 TSecr=189517
